starttime	seconds	ctime	dtime	ttime	wait
Fri Nov 29 13:59:55 2013	1385713795	2	92	93	91
Fri Nov 29 13:59:55 2013	1385713795	0	94	94	94
Fri Nov 29 13:59:55 2013	1385713795	2	92	94	92
Fri Nov 29 13:59:55 2013	1385713795	2	93	95	93
Fri Nov 29 13:59:55 2013	1385713795	0	95	95	95
Fri Nov 29 13:59:55 2013	1385713795	2	94	95	94
Fri Nov 29 13:59:55 2013	1385713795	1	95	96	95
Fri Nov 29 13:59:55 2013	1385713795	0	96	96	96
Fri Nov 29 13:59:55 2013	1385713795	1	96	97	95
Fri Nov 29 13:59:55 2013	1385713795	0	98	98	97
Fri Nov 29 13:59:55 2013	1385713795	1	96	98	96
Fri Nov 29 13:59:55 2013	1385713795	1	97	98	97
